transaction_id,user_id,amount,date_time,location,ip_address,device,transaction_type,frequency_last_24h,fraud
623,29,1093.23,2024-07-23 04:04:31,Chicago,228.55.67.130,phone,online,3,0
624,186,244.69,2025-01-01 00:06:38,Miami,199.109.110.197,phone,online,3,0
625,290,1249.06,2025-03-03 08:57:27,Slatina,143.52.240.184,laptop,online,1,0
626,19,601.51,2024-07-03 06:28:34,Bucharest,15.191.163.155,phone,online,2,0
627,180,292.06,2025-02-17 02:21:10,Sydney,43.184.84.182,laptop,in-person,2,0
628,340,1965.9,2024-09-02 08:46:17,Slatina,87.98.21.33,computer,online,1,0
629,423,480.14,2024-07-07 12:37:49,New York,117.231.247.38,computer,in-person,1,0
630,14,2410.7,2025-02-17 14:43:38,Craiova,2.64.207.204,computer,online,1,0
631,319,156.53,2025-04-03 23:15:04,New York,172.223.247.14,phone,online,4,0
632,251,1991.16,2024-12-16 10:59:53,Slatina,182.199.206.192,computer,in-person,3,0
633,356,1140.56,2024-12-23 07:27:47,Slatina,175.101.139.90,phone,online,4,0
634,25,542.37,2025-01-09 11:16:13,Berlin,35.233.140.79,laptop,online,2,0
635,410,2335.09,2024-10-29 22:39:45,London,165.161.227.85,laptop,online,5,0
636,184,2782.68,2024-11-17 20:10:19,Chicago,76.140.229.203,laptop,online,4,0
637,240,2340.35,2024-12-18 00:24:56,Tokyo,82.188.99.94,phone,online,1,1
638,203,1843.77,2025-02-28 03:20:56,Berlin,218.3.183.160,laptop,online,2,0
639,53,1443.52,2025-02-10 23:11:36,Paris,224.227.14.26,phone,online,2,0
640,477,1126.61,2024-08-21 19:15:41,Miami,102.133.241.106,laptop,in-person,3,0
641,443,2741.73,2024-06-21 15:59:31,Craiova,26.116.182.215,phone,in-person,1,1
642,163,67.12,2024-06-17 08:02:13,Cluj,156.42.82.83,laptop,in-person,0,0
643,353,1114.5,2024-12-17 23:19:10,Slatina,39.92.220.34,phone,in-person,2,0
644,374,2816.91,2024-12-16 00:52:44,Chicago,61.118.203.203,laptop,online,1,0
645,363,185.83,2024-07-28 21:22:17,Paris,229.201.242.95,laptop,in-person,2,0
646,41,1805.75,2024-11-09 21:08:57,New York,226.4.141.145,laptop,in-person,4,0
647,85,1132.26,2025-03-09 04:18:15,Tokyo,186.60.140.90,phone,in-person,2,0
648,75,2068.08,2024-07-01 06:48:26,Paris,82.6.89.237,laptop,online,3,0
649,102,1361.18,2024-07-11 06:32:04,Miami,105.127.6.98,phone,in-person,2,0
650,10,920.23,2024-07-18 04:03:56,Los Angeles,21.167.243.82,phone,online,3,0
651,35,2048.24,2025-02-02 16:29:58,Chicago,115.77.223.114,laptop,online,1,0
652,284,727.9,2024-08-12 18:08:33,Sydney,157.212.62.142,computer,online,0,0
653,404,562.91,2024-11-10 09:40:16,London,23.82.8.251,computer,in-person,4,0
654,491,1509.17,2025-01-06 18:39:14,Cluj,6.156.141.32,laptop,online,0,0
655,14,2198.94,2024-12-05 19:34:10,Sydney,0.163.142.5,computer,in-person,1,0
656,206,1722.64,2025-01-31 09:43:54,Craiova,207.253.3.101,computer,online,2,0
657,177,1212.42,2024-05-31 15:07:52,Sydney,71.233.23.107,phone,in-person,3,0
658,464,992.08,2025-02-15 23:16:07,Paris,199.57.119.60,computer,in-person,2,0
659,232,2708.55,2025-01-28 21:44:23,Craiova,251.45.188.200,laptop,online,2,0
660,325,1775.13,2025-03-27 06:33:38,Cluj,113.173.234.211,laptop,in-person,1,0
661,342,2042.09,2025-04-08 07:37:25,Berlin,14.217.154.104,laptop,in-person,2,0
662,435,1820.01,2024-05-26 09:36:10,Paris,57.70.104.195,computer,in-person,0,0
663,366,2644.93,2024-08-08 02:40:40,Los Angeles,21.67.22.78,laptop,in-person,2,0
664,349,1116.36,2024-06-08 23:32:13,Chicago,172.113.114.247,computer,in-person,0,0
665,228,1191.11,2024-06-21 13:52:07,Constanta,56.163.22.242,phone,online,2,0
666,71,1151.33,2025-02-16 12:45:23,Craiova,237.208.215.250,phone,in-person,3,0
667,121,1726.64,2025-02-24 13:55:40,Craiova,91.120.217.86,laptop,in-person,1,0
668,86,1782.4,2025-05-18 20:04:19,Tokyo,37.162.42.165,computer,online,3,0
669,210,487.31,2024-08-11 09:01:28,Sydney,96.234.204.42,phone,online,1,0
670,330,2420.66,2025-03-17 21:44:09,Sydney,174.182.93.81,phone,online,4,0
671,488,1471.84,2024-06-24 10:28:40,Slatina,22.146.167.54,phone,in-person,3,0
672,481,920.21,2025-03-11 18:46:46,Sydney,32.133.246.127,laptop,online,2,0
673,72,68.81,2024-05-23 19:10:21,Miami,157.156.181.101,laptop,in-person,4,0
674,493,320.35,2025-02-28 17:22:53,Cluj,128.214.2.154,phone,online,2,0
675,50,2130.23,2025-02-10 04:11:52,Constanta,175.23.64.216,phone,online,2,0
676,322,2557.62,2024-06-07 13:05:21,Paris,199.196.171.43,computer,in-person,1,0
677,432,1138.77,2024-06-06 21:42:50,Craiova,98.126.8.252,computer,in-person,0,0
678,213,1494.27,2025-01-03 08:53:04,Cluj,234.147.24.35,phone,in-person,0,0
679,317,297.5,2024-11-29 12:06:12,Miami,236.54.145.84,computer,online,1,0
680,277,233.57,2024-11-29 15:52:05,Los Angeles,70.146.103.189,phone,online,3,0
681,330,758.26,2025-02-16 01:02:29,London,240.43.142.18,phone,in-person,1,0
682,403,414.87,2024-11-27 19:53:31,Miami,84.98.14.8,laptop,online,3,0
683,345,2690.32,2024-09-17 01:42:02,Constanta,173.102.22.192,laptop,in-person,2,0
684,177,1567.22,2024-08-01 05:30:52,Miami,183.154.146.84,computer,online,2,0
685,300,71.03,2024-07-18 20:54:56,Tokyo,145.158.169.47,computer,online,2,0
686,343,2057.53,2024-08-15 01:39:53,Berlin,185.107.131.35,laptop,in-person,4,0
687,451,2338.43,2024-07-22 12:37:06,Tokyo,108.241.65.131,computer,online,2,0
688,449,2901.06,2024-09-19 07:36:10,Miami,118.132.241.75,laptop,in-person,2,0
689,183,1103.39,2024-07-11 13:41:32,Tokyo,215.161.113.55,computer,online,1,0
690,209,340.78,2024-08-22 13:28:36,Tokyo,231.126.177.229,laptop,online,0,0
691,96,140.02,2024-11-19 11:46:55,Los Angeles,181.148.210.214,laptop,online,2,0
692,417,2951.26,2025-04-21 07:26:21,Bucharest,179.142.175.19,laptop,online,4,0
693,195,1594.06,2024-06-15 06:31:57,Miami,138.127.66.156,laptop,online,4,0
694,265,1813.61,2025-01-12 14:50:45,Miami,87.197.191.98,phone,online,1,0
695,92,271.03,2025-04-21 09:37:10,Cluj,122.113.232.196,computer,in-person,1,0
696,149,1246.01,2024-07-04 12:10:54,Bucharest,79.160.51.226,phone,online,1,1
697,334,2388.91,2025-05-14 03:24:02,Craiova,183.157.128.165,laptop,online,4,0
698,70,706.75,2024-07-29 06:37:40,London,63.234.228.0,computer,in-person,2,0
699,53,859.12,2025-03-06 01:44:07,Bucharest,13.223.115.69,laptop,online,1,0
700,238,172.06,2024-09-03 06:59:31,Paris,227.245.51.131,computer,online,2,0
701,427,1688.68,2025-04-14 16:43:06,London,157.22.21.234,computer,online,4,0
702,444,1334.0,2024-10-04 01:09:06,New York,143.57.241.10,phone,online,1,0
703,413,60.74,2024-12-17 20:31:49,Chicago,36.97.173.43,computer,in-person,1,0
704,243,2405.33,2024-06-27 12:00:39,Paris,44.36.207.130,laptop,online,0,0
705,426,248.75,2024-10-28 19:11:34,Bucharest,217.179.68.58,laptop,online,2,0
706,471,116.86,2025-04-23 19:59:15,Sydney,89.153.248.21,laptop,in-person,2,0
707,142,1502.84,2024-06-26 16:18:44,Cluj,199.53.182.15,phone,in-person,3,0
708,181,2662.95,2025-01-09 02:17:15,Chicago,27.180.23.38,phone,in-person,1,0
709,358,1832.46,2024-09-04 13:54:57,Sydney,169.59.160.247,laptop,online,1,0
710,176,497.17,2024-07-03 11:15:13,Chicago,115.93.81.232,phone,in-person,1,0
711,332,1206.65,2024-07-31 11:58:00,Paris,224.95.140.213,phone,in-person,2,0
712,400,2569.03,2025-02-20 21:53:13,Tokyo,42.171.32.156,computer,in-person,3,0
713,276,127.43,2024-08-02 20:49:02,Berlin,122.179.238.41,laptop,in-person,2,0
714,98,2437.48,2024-07-14 03:47:07,Sydney,55.123.52.116,phone,online,4,0
715,331,734.93,2025-04-09 12:57:46,Paris,2.89.1.241,laptop,online,1,0
716,409,949.31,2024-09-09 01:40:55,Berlin,214.55.183.195,laptop,online,4,0
717,90,1454.91,2024-10-02 06:08:13,Chicago,145.39.22.12,computer,online,3,0
718,218,944.35,2024-12-31 09:19:07,Constanta,121.122.70.166,computer,in-person,3,0
719,84,357.37,2024-12-17 15:53:36,Los Angeles,48.217.170.181,computer,in-person,0,0
720,386,2156.98,2024-06-12 23:57:16,Bucharest,235.9.48.91,phone,in-person,3,0
721,117,2250.88,2024-09-28 01:55:51,Cluj,240.14.191.29,phone,in-person,0,0
722,103,1247.77,2024-09-14 08:31:06,London,251.210.114.123,computer,online,1,0
723,153,2653.6,2024-11-21 02:57:34,Bucharest,254.164.66.140,phone,online,1,0
724,357,1245.2,2025-01-20 00:11:46,New York,139.107.28.139,laptop,in-person,5,0
725,449,2175.38,2024-10-07 19:39:54,Craiova,8.232.49.31,laptop,online,1,0
726,296,1892.52,2025-05-11 12:03:15,Chicago,136.183.233.25,computer,in-person,0,0
727,336,2795.99,2025-03-22 03:13:34,Cluj,91.61.196.233,phone,in-person,1,0
728,243,491.63,2025-03-30 13:02:48,Los Angeles,237.44.193.11,laptop,in-person,2,0
729,272,914.94,2025-05-21 23:00:40,Bucharest,203.43.71.203,computer,in-person,2,0
730,153,913.65,2024-11-30 22:46:50,London,185.81.127.138,computer,in-person,2,0
731,194,1025.96,2024-10-29 10:07:33,Craiova,30.211.201.209,phone,in-person,1,0
732,433,1135.34,2024-07-29 14:57:02,Miami,241.157.126.42,computer,online,6,0
733,119,598.99,2024-09-18 04:43:57,London,112.135.174.101,laptop,online,6,0
734,497,1066.44,2024-07-07 06:25:58,Los Angeles,15.172.127.24,laptop,in-person,1,0
735,64,706.01,2025-01-24 05:38:46,Craiova,87.237.171.39,computer,online,1,0
736,13,1273.53,2024-08-20 13:53:56,Paris,24.95.87.198,laptop,in-person,0,0
737,452,2222.61,2025-03-14 04:48:01,Craiova,105.72.106.254,phone,online,4,0
738,178,190.43,2025-03-06 09:17:49,Miami,63.20.115.85,laptop,in-person,4,0
739,70,2008.89,2024-07-16 13:48:58,Cluj,245.203.185.28,laptop,in-person,4,0
740,343,2770.5,2025-02-22 05:31:44,Paris,114.213.73.192,computer,online,1,0
741,310,1914.23,2024-11-21 12:37:33,Cluj,216.200.27.67,laptop,online,0,0
742,316,591.46,2024-07-17 01:55:26,Constanta,209.131.131.145,phone,online,5,0
743,292,2801.97,2024-11-14 01:30:13,New York,101.186.54.247,phone,online,1,0
744,377,2062.05,2024-09-17 17:03:09,Los Angeles,212.46.72.190,laptop,online,1,0
745,459,2147.07,2024-11-13 15:20:55,Paris,217.120.89.184,phone,in-person,3,0
746,296,1792.32,2024-09-19 04:36:52,Tokyo,73.163.140.80,computer,online,2,0
747,179,1444.86,2024-08-22 09:09:34,Slatina,212.121.190.200,computer,online,2,0
748,90,1940.3,2025-04-07 04:15:22,London,89.196.88.9,computer,in-person,4,0
749,438,1269.27,2024-12-11 02:03:11,Slatina,24.243.246.154,phone,online,1,0
750,67,2931.91,2024-06-26 08:34:53,Cluj,125.198.224.221,laptop,online,2,0
751,158,1157.99,2024-08-16 12:09:43,Tokyo,63.74.36.138,computer,online,4,0
752,425,2395.92,2024-07-19 04:38:42,Paris,150.98.228.214,laptop,in-person,0,1
753,495,1707.84,2025-01-20 23:13:39,Tokyo,23.237.229.28,computer,online,1,0
754,16,2872.24,2025-03-01 04:25:54,Chicago,89.17.1.52,laptop,in-person,1,1
755,385,1338.09,2025-04-14 02:10:34,Chicago,104.96.38.58,computer,online,2,0
756,351,2362.58,2024-12-07 16:11:47,Slatina,58.163.40.21,computer,online,3,0
757,260,1149.41,2024-08-13 07:58:39,Miami,76.106.102.194,laptop,online,6,0
758,38,738.85,2025-03-15 00:07:01,Constanta,132.144.220.151,computer,in-person,1,0
759,95,2038.71,2024-06-20 23:46:17,London,64.50.232.101,computer,in-person,5,0
760,398,1877.12,2025-01-09 13:49:31,Los Angeles,19.62.52.91,laptop,in-person,4,0
761,387,691.76,2025-02-20 14:14:55,Bucharest,79.182.151.150,laptop,in-person,1,0
762,164,2867.28,2025-02-22 19:03:26,Berlin,107.103.86.15,phone,in-person,2,0
763,387,1720.19,2025-02-07 09:24:40,Tokyo,93.24.53.181,computer,in-person,5,0
764,304,2131.55,2024-06-29 03:28:52,Bucharest,232.69.82.174,phone,online,0,0
765,453,1722.25,2025-03-03 16:08:52,Chicago,250.27.73.131,phone,online,1,0
766,26,1643.25,2024-12-09 18:23:40,Sydney,180.137.13.220,computer,in-person,0,0
767,52,169.29,2024-08-27 02:58:39,Chicago,224.146.114.165,computer,in-person,1,0
768,166,2386.64,2024-12-18 10:57:45,Constanta,187.220.77.66,laptop,in-person,1,0
769,155,167.72,2024-07-25 04:12:23,Los Angeles,136.132.192.191,phone,in-person,1,0
770,6,1559.86,2025-01-11 09:45:52,Bucharest,99.195.83.33,phone,in-person,5,0
771,364,723.53,2025-05-17 04:09:44,Slatina,55.24.67.30,laptop,online,0,0
772,111,1472.81,2024-07-01 14:00:24,Constanta,196.58.22.165,phone,online,1,0
773,254,1664.26,2025-03-29 10:27:33,London,1.192.193.169,phone,online,1,0
774,176,587.1,2024-11-13 10:31:48,Berlin,139.200.174.235,phone,online,1,0
775,38,2723.58,2025-01-27 20:50:34,Craiova,145.139.235.199,phone,online,3,0
776,468,676.36,2024-05-28 07:42:51,Bucharest,52.62.142.76,laptop,online,2,0
777,49,327.54,2024-06-16 09:12:59,Tokyo,111.179.222.85,computer,online,3,0
778,311,2929.07,2025-04-14 07:49:59,London,43.201.55.179,laptop,online,0,0
779,192,895.08,2025-03-06 16:12:13,Paris,120.45.148.147,computer,online,1,0
780,180,483.82,2024-12-22 11:32:12,Paris,185.23.11.130,phone,online,2,0
781,298,1640.78,2025-03-09 02:19:25,Berlin,24.53.149.232,phone,in-person,0,0
782,51,1048.54,2025-02-28 06:32:29,Craiova,110.112.3.95,computer,in-person,4,0
783,463,2973.83,2024-08-07 17:38:27,New York,187.117.12.90,laptop,in-person,3,0
784,248,303.39,2024-06-30 22:03:39,Slatina,75.206.61.93,laptop,in-person,1,0
785,108,768.65,2024-08-13 04:36:15,Chicago,178.65.204.191,phone,online,0,0
786,356,363.51,2024-12-07 07:24:31,Berlin,217.7.133.211,laptop,in-person,0,0
787,357,1353.12,2025-01-20 03:50:07,Chicago,71.167.94.15,computer,online,2,0
788,45,2687.79,2024-09-07 21:41:41,Craiova,238.178.13.217,phone,online,2,0
789,373,887.99,2025-02-15 00:26:48,Paris,176.50.214.39,laptop,in-person,1,0
790,365,2261.63,2025-05-04 09:35:59,Cluj,137.99.236.201,computer,in-person,3,0
791,22,1642.3,2024-08-20 04:26:37,Paris,5.141.161.45,laptop,online,3,0
792,117,739.9,2024-12-16 11:20:36,Miami,69.120.29.192,computer,in-person,3,0
793,462,237.86,2024-06-17 21:13:14,London,244.38.26.84,phone,in-person,0,0
794,49,1963.1,2024-06-12 21:27:09,Tokyo,68.144.51.96,laptop,in-person,0,0
795,126,2148.81,2025-01-28 00:33:50,Bucharest,211.164.1.165,phone,online,0,0
796,121,1605.61,2024-11-04 11:02:08,Slatina,91.198.250.124,phone,in-person,1,0
797,388,2913.42,2024-09-04 03:20:41,Tokyo,148.151.68.112,laptop,in-person,2,0
798,495,770.66,2025-01-26 16:24:59,Tokyo,30.124.181.192,laptop,online,0,0
799,316,232.46,2024-12-10 15:47:44,Tokyo,106.253.78.143,phone,online,4,0
800,122,1785.77,2024-12-11 10:16:31,Tokyo,9.183.205.2,laptop,online,1,0
801,492,1159.87,2024-11-02 21:08:15,Cluj,236.25.136.204,phone,online,4,0
802,461,1261.32,2024-11-08 06:16:02,London,180.220.133.84,computer,in-person,0,0
803,114,2247.85,2025-02-28 17:40:33,Constanta,186.112.81.8,phone,online,3,0
804,86,2973.37,2025-02-19 21:16:24,Miami,51.36.154.187,phone,in-person,3,0
805,277,1161.11,2024-06-22 01:29:48,Miami,143.26.207.127,phone,in-person,2,0
806,440,1472.72,2024-10-14 10:18:55,Los Angeles,233.150.126.61,computer,in-person,1,0
807,122,98.97,2024-11-13 13:21:51,Slatina,49.170.228.250,computer,in-person,1,0
808,23,2566.46,2024-09-15 11:23:13,Cluj,35.147.198.0,laptop,in-person,4,1
809,214,1775.31,2024-06-27 05:22:40,Craiova,204.177.163.124,laptop,online,2,0
810,135,764.47,2025-04-21 15:10:23,Constanta,174.93.3.32,computer,in-person,1,0
811,140,1707.18,2025-04-16 06:04:54,Craiova,145.25.206.142,laptop,online,0,0
812,498,150.43,2024-07-30 21:16:21,Chicago,200.44.92.152,computer,online,0,0
813,215,1629.22,2024-05-25 19:35:48,Craiova,169.218.37.199,laptop,online,2,0
814,447,69.96,2025-01-25 02:08:17,Miami,49.253.128.240,laptop,online,3,0
815,366,222.43,2025-03-23 15:15:05,Tokyo,158.167.230.182,laptop,in-person,5,0
816,368,1963.7,2025-02-03 13:57:15,Miami,207.139.117.205,laptop,online,1,0
817,207,835.84,2024-05-26 20:47:11,Paris,84.142.248.134,laptop,in-person,1,0
818,433,2318.76,2024-11-13 13:52:47,Tokyo,74.7.43.11,phone,in-person,3,0
819,319,1283.42,2024-08-06 16:43:42,Cluj,34.97.223.176,laptop,online,2,0
820,358,1584.94,2025-03-14 15:33:15,New York,81.137.192.130,laptop,in-person,2,0
821,45,1209.97,2025-05-18 19:30:49,Slatina,187.132.23.213,computer,online,1,0
822,290,2128.09,2025-02-24 10:11:06,Miami,85.99.48.54,phone,online,0,1
823,342,696.19,2025-05-01 20:58:49,London,176.104.50.106,computer,online,1,0
824,2,680.47,2025-02-20 18:35:51,Paris,219.151.105.210,phone,in-person,2,0
825,23,201.29,2025-05-15 10:17:13,Berlin,26.145.82.108,laptop,online,2,0
826,21,244.13,2024-08-10 14:41:26,Chicago,180.233.176.186,laptop,online,2,0
827,471,1809.62,2024-10-24 08:59:42,Cluj,224.42.204.32,phone,in-person,1,0
828,317,1885.21,2025-03-27 10:19:19,Chicago,253.235.70.28,phone,in-person,1,0
829,219,1118.0,2024-07-13 08:33:13,Chicago,29.190.127.55,laptop,online,1,1
830,410,977.06,2025-01-05 21:13:50,Tokyo,109.47.70.203,laptop,online,2,0
831,398,1317.68,2024-08-25 11:17:58,Miami,202.141.144.191,phone,online,0,0
832,288,280.54,2025-02-03 07:57:34,Slatina,42.65.230.16,phone,in-person,0,0
833,244,501.91,2025-02-07 00:03:46,Paris,19.197.86.240,phone,in-person,3,0
834,158,1438.57,2024-08-25 03:28:32,Paris,222.245.136.86,laptop,in-person,1,0
835,358,2520.83,2024-12-20 13:19:37,Constanta,47.132.101.215,laptop,in-person,1,0
836,378,2283.81,2025-04-26 09:08:57,Constanta,5.14.4.46,laptop,in-person,5,1
837,211,1654.0,2024-08-21 09:07:58,New York,107.78.204.76,phone,online,3,0
838,273,617.76,2025-02-09 19:04:46,Sydney,95.183.145.93,laptop,in-person,0,0
839,44,1683.01,2025-02-21 07:17:04,Paris,211.45.66.183,phone,online,1,0
840,232,1762.83,2025-03-22 14:28:15,Craiova,185.211.226.16,computer,in-person,1,0
841,399,1073.02,2024-06-18 18:33:55,Constanta,157.160.214.118,phone,online,1,0
842,148,1428.86,2025-05-20 18:39:55,Chicago,159.245.209.149,phone,in-person,3,0
843,361,2539.95,2024-12-06 04:55:58,Constanta,26.220.243.45,computer,in-person,4,0
844,58,2756.98,2025-04-22 10:35:26,Berlin,188.35.44.147,computer,online,4,0
845,351,398.74,2024-08-21 14:18:59,Slatina,141.74.135.34,phone,online,3,0
846,65,850.69,2025-05-06 11:18:44,Craiova,167.142.189.47,laptop,online,4,0
847,418,1567.07,2025-04-23 21:27:16,Sydney,181.32.210.235,computer,online,1,0
848,140,1495.37,2025-04-18 01:45:40,Chicago,67.90.244.23,phone,online,0,0
849,270,2169.68,2024-08-15 01:17:32,London,209.84.212.154,laptop,in-person,1,0
850,235,587.82,2024-09-07 01:36:41,Constanta,169.196.97.251,laptop,online,4,1
851,250,2610.8,2024-12-28 04:46:50,Constanta,168.247.179.216,phone,in-person,4,0
852,175,1038.97,2024-10-12 00:23:15,Cluj,118.136.205.206,computer,online,1,0
853,466,167.8,2024-10-10 09:51:42,Los Angeles,237.105.54.196,phone,in-person,3,0
854,379,571.54,2024-09-20 12:46:59,Miami,46.18.56.161,laptop,in-person,0,0
855,33,2074.09,2024-09-14 05:56:47,Chicago,197.158.18.100,computer,online,2,0
856,202,2674.92,2024-11-22 21:06:13,Miami,160.55.231.171,laptop,online,6,0
857,8,194.14,2024-08-12 00:38:56,Sydney,147.163.214.169,laptop,in-person,4,0
858,142,1368.81,2024-06-15 09:03:24,Berlin,232.236.155.188,laptop,online,1,0
859,177,1511.82,2025-02-15 10:10:08,Cluj,36.120.48.249,computer,in-person,3,0
860,296,1198.69,2025-05-16 14:43:03,Constanta,249.168.227.30,phone,online,0,0
861,291,2420.18,2025-01-27 01:27:32,Bucharest,145.246.107.71,phone,in-person,2,0
862,244,1966.07,2024-10-05 14:24:57,Paris,76.11.30.197,laptop,online,3,0
863,408,1286.92,2025-03-31 17:58:35,Paris,81.234.72.127,phone,in-person,2,0
864,495,1035.78,2025-03-02 19:12:09,Craiova,50.187.216.209,laptop,online,4,0
865,170,2643.58,2025-02-11 18:43:47,Bucharest,136.197.248.55,computer,in-person,0,0
866,482,1011.23,2024-08-12 11:15:41,Bucharest,219.188.139.86,laptop,online,1,0
867,306,2376.31,2024-07-21 04:50:02,Sydney,58.113.174.126,phone,in-person,2,0
868,62,562.85,2024-07-29 05:58:51,Chicago,130.43.52.78,phone,online,0,0
869,144,728.2,2024-09-08 05:48:29,Chicago,141.148.109.100,laptop,in-person,1,0
870,335,2840.41,2025-02-13 02:41:59,Bucharest,47.164.203.51,laptop,online,1,0
871,234,736.13,2025-02-20 00:34:39,Chicago,244.232.36.5,laptop,in-person,2,0
872,241,2836.26,2024-09-28 06:16:08,Slatina,225.128.110.201,computer,in-person,5,0
873,39,1857.58,2024-10-30 07:30:02,Constanta,170.111.91.163,laptop,in-person,0,0
874,313,342.8,2024-10-24 05:15:23,Slatina,49.201.145.36,laptop,online,5,0
875,247,2144.46,2024-11-24 06:27:57,Tokyo,238.77.29.138,computer,in-person,1,0
876,246,2092.6,2024-08-14 14:12:11,Paris,104.157.41.62,laptop,in-person,1,0
877,224,1691.33,2024-06-10 07:43:42,Craiova,43.228.87.247,laptop,online,0,1
878,357,773.47,2025-05-21 08:41:58,New York,180.23.29.151,laptop,in-person,0,0
879,130,485.75,2024-11-04 01:58:16,Bucharest,58.105.173.90,laptop,in-person,3,0
880,220,344.81,2024-06-01 07:46:54,New York,232.166.110.254,phone,in-person,2,0
881,213,2259.07,2024-06-22 18:58:07,Chicago,223.175.108.197,computer,in-person,0,0
882,9,641.34,2025-03-20 09:24:50,Craiova,17.135.199.124,phone,online,2,0
883,396,2334.26,2024-12-20 16:17:12,Paris,165.160.11.74,laptop,online,0,0
884,241,1256.13,2024-10-10 08:04:57,Miami,94.182.175.166,laptop,in-person,2,0
885,276,781.22,2024-11-14 06:48:05,Berlin,114.78.188.57,laptop,online,0,0
886,258,2591.89,2024-08-06 13:05:14,Slatina,161.179.155.116,computer,in-person,7,0
887,357,1283.6,2024-06-03 21:39:57,Bucharest,76.167.212.105,phone,online,1,0
888,14,1645.56,2024-11-24 02:20:30,Slatina,246.238.96.127,computer,online,3,0
889,94,2829.14,2024-09-23 13:11:36,Berlin,63.24.85.243,computer,online,0,0
890,216,2029.48,2025-05-18 17:19:29,Constanta,112.118.128.151,computer,online,2,0
891,26,1324.99,2024-09-20 15:10:47,Chicago,93.113.93.214,laptop,online,1,0
892,353,2450.62,2024-07-10 09:08:52,Craiova,225.195.142.207,laptop,online,4,0
893,472,2683.06,2025-04-15 02:00:23,London,0.44.97.228,phone,online,4,0
894,201,2434.89,2025-02-13 02:49:04,Bucharest,203.79.221.84,phone,online,2,0
895,383,1978.13,2024-06-12 20:00:35,Berlin,199.119.236.172,phone,online,4,0
896,446,2330.35,2025-04-18 22:17:14,Bucharest,177.203.205.37,phone,in-person,2,1
897,43,2179.54,2024-09-19 03:00:08,New York,233.171.87.78,laptop,online,4,0
898,35,1074.04,2024-10-10 20:40:35,Tokyo,43.184.159.54,computer,online,1,0
899,386,1843.2,2024-07-04 11:33:08,Los Angeles,10.235.181.59,laptop,in-person,2,0
900,491,1126.23,2025-04-12 16:52:22,Constanta,42.177.114.68,computer,online,2,0
901,328,1285.05,2025-03-15 13:44:35,Bucharest,241.243.48.198,computer,in-person,1,0
902,436,1286.75,2024-12-09 21:32:58,Bucharest,14.167.161.215,laptop,in-person,2,0
903,435,2163.16,2024-11-16 23:09:13,Cluj,50.113.37.75,computer,in-person,2,1
904,63,120.55,2024-12-24 10:06:50,New York,80.13.180.174,computer,in-person,1,0
905,129,975.07,2025-03-10 19:21:25,Slatina,14.131.190.42,computer,online,3,0
906,47,765.04,2024-11-23 06:58:28,Sydney,158.152.226.87,phone,online,0,0
907,347,335.56,2025-01-13 11:49:20,Chicago,218.74.224.68,laptop,in-person,1,0
908,333,891.66,2024-10-08 09:14:59,Tokyo,79.106.73.209,phone,in-person,1,0
909,101,706.99,2024-11-23 07:01:19,Tokyo,204.227.109.240,phone,online,2,0
910,13,1319.99,2024-07-21 03:42:08,London,118.219.71.152,computer,online,0,0
911,126,581.39,2024-09-19 20:52:31,Berlin,222.217.197.246,laptop,in-person,1,0
912,23,1397.46,2024-08-21 23:39:43,Bucharest,244.201.63.250,laptop,in-person,1,0
913,274,271.07,2024-07-28 18:49:00,Slatina,154.232.128.71,phone,online,0,0
914,413,2198.02,2025-03-15 16:22:19,London,205.169.12.112,phone,in-person,3,0
915,121,1663.27,2025-04-01 23:12:30,Cluj,206.237.162.140,laptop,online,2,0
916,203,2456.66,2024-11-25 11:59:53,London,231.30.133.67,computer,online,2,0
917,121,648.85,2024-10-04 01:45:36,London,142.13.229.135,phone,online,0,0
918,447,1152.09,2025-01-01 00:47:56,Berlin,41.33.110.115,laptop,in-person,1,0
919,127,1930.73,2025-05-20 14:42:30,Bucharest,20.196.114.51,phone,online,3,0
920,220,2453.1,2024-10-04 05:46:38,Constanta,79.60.164.1,laptop,online,5,0
921,115,2906.77,2025-03-24 06:58:05,Los Angeles,34.53.129.9,computer,in-person,1,1
922,80,618.48,2024-12-04 20:50:37,Los Angeles,193.53.34.3,laptop,in-person,2,0
923,486,2647.43,2024-08-18 16:09:58,New York,209.161.34.102,laptop,online,0,0
924,273,433.87,2024-07-01 00:08:53,Slatina,235.150.29.51,laptop,online,3,0
925,32,2553.63,2024-11-08 14:29:41,Slatina,109.112.222.1,computer,online,2,0
926,385,1358.83,2025-05-07 02:47:03,New York,193.34.61.111,laptop,in-person,1,0
927,173,395.34,2024-12-20 06:43:00,Los Angeles,7.202.120.64,computer,in-person,2,0
928,291,346.43,2024-05-29 16:22:52,Chicago,128.26.237.20,computer,in-person,0,0
929,412,2256.91,2025-03-09 03:24:21,Bucharest,89.118.79.129,laptop,online,3,0
930,375,2806.03,2024-07-28 22:27:48,Chicago,187.163.50.186,phone,online,4,0
931,236,2402.86,2025-02-05 19:29:45,Paris,132.156.153.138,phone,online,2,0
932,322,1256.76,2024-08-26 10:20:46,Craiova,162.97.120.116,laptop,in-person,0,0
933,293,1041.57,2024-07-10 20:00:15,Craiova,192.6.59.134,laptop,online,2,0
